index	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated
2199	0.02	0.044000000000000004	1.16e-06	0.0037888	1e-06	0.01	0.0	0.01	0.0	0.02016
2200	0.02	0.040999999999999995	5.9917e-05	0.0094208	5e-05	0.01	0.0	0.01	0.0	0.0012
2201	0.02	0.036000000000000004	1.042e-06	0.0049152	1e-06	0.01	0.0	0.01	0.0	0.00481
2202	0.02	0.046	7.3e-08	0.0012288	1e-08	0.0	0.000299	0.01	0.0	0.00191
2203	0.02	0.043	3.82e-07	0.001536	1e-07	0.0	0.000299	0.01	0.0	0.00631
2204	0.02	0.045	2.53e-07	0.0084992	1e-07	0.0	0.000399	0.01	0.0	0.00761
2205	0.02	0.044000000000000004	3.396e-06	0.0009728	5e-07	0.0	0.000399	0.01	0.0	0.0145
2206	0.02	0.045	0.00445089	0.0068608	0.001	0.01	0.0	0.03	0.0	0.0012
2210	0.02	0.039	0.000133117	0.0064512	5e-05	0.01	0.0	0.01	0.0	0.00139
2211	0.02	0.042	0.000108795	0.0050176	0.0001	0.01	0.0	0.01	0.0	0.00166
2212	0.02	0.040999999999999995	4.7213e-05	0.0014336	5e-05	0.01	0.0	0.01	0.0	0.00354
2213	0.02	0.039	9.5537e-05	0.0059392	0.0001	0.01	0.0	0.01	0.0	0.00138
2214	0.02	0.040999999999999995	6.666e-05	0.0022528	5e-05	0.01	0.0	0.01	0.0	0.00299
2215	0.02	0.042	5.1838e-05	0.001536	5e-05	0.01	0.0	0.01	0.0	0.00372
2217	0.02	0.038	3.6028e-05	0.00512	5e-05	0.01	0.0	0.01	0.0	0.00149
2218	0.02	0.043	0.000528745	0.0060416	0.0001	0.01	0.0	0.01	0.0	0.00125
2219	0.02	0.043	0.000169609	0.0034816	0.0001	0.01	0.0	0.01	0.0	0.00168
2221	0.02	0.039	4.4062e-05	0.0055296	1e-05	0.01	0.0	0.01	0.0	0.00698
2222	0.02	0.043	0.000392596	0.0054272	0.0001	0.01	0.0	0.01	0.0	0.00859
2225	0.02	0.043	0.001574204	0.0037888	0.0005	0.01	0.0	0.01	0.0	0.00124
2226	0.02	0.042	0.000123322	0.00256	0.0001	0.01	0.0	0.03	0.0	0.00308
2227	0.02	0.040999999999999995	2.9319e-05	0.0026624	5e-05	0.01	0.0	0.01	0.0	0.00194
2228	0.02	0.04	8.126e-06	0.0062464	1e-05	0.01	0.0	0.01	0.0	0.0012
2229	0.02	0.044000000000000004	0.000623398	0.0059392	0.0001	0.01	0.0	0.01	0.0	0.00454
2230	0.02	0.043	5.0887e-05	0.0093184	5e-05	0.01	0.0	0.01	0.0	0.00148
2231	0.02	0.043	6.316e-05	0.0017408	1e-05	0.01	0.0	0.01	0.0	0.00859
2232	0.02	0.044000000000000004	1.3155e-05	0.0084992	1e-05	0.01	0.0	0.01	0.0	0.00895
2233	0.02	0.042	2.8737e-05	0.0017408	1e-05	0.01	0.0	0.01	0.0	0.01027
2235	0.02	0.043	4.5579e-05	0.0065536	1e-05	0.01	0.0	0.01	0.0	0.00958
2236	0.02	0.042	1.972e-05	0.0041984	1e-05	0.01	0.0	0.01	0.0	0.00386
2237	0.02	0.046	0.00036197	0.0059392	5e-05	0.01	0.0	0.01	0.0	0.00118
2238	0.02	0.040999999999999995	0.000159619	0.0023552	5e-05	0.01	0.0	0.01	0.0	0.00134
2239	0.02	0.045	0.000354384	0.0072704	0.0001	0.01	0.0	0.01	0.0	0.00149
2242	0.02	0.043	0.000129603	0.0023552	1e-05	0.0	0.000299	0.03	0.0	0.01021
2243	0.021	0.042	1.135e-06	0.0012288	1e-06	0.0	0.0009	0.01	0.036	0.00135
2244	0.021	0.044000000000000004	5.78e-07	7.04e-05	1e-07	0.0	9.9e-05	0.01	0.036	0.01459
2245	0.021	0.046	1.29e-07	0.00029696	1e-07	0.0	0.000549	0.01	0.036	0.00236
2246	0.021	0.045	6.3e-08	0.00256	1e-07	0.0	0.000999	0.01	0.036	0.00786
2248	0.021	0.045	1.71e-07	0.002048	1e-07	0.0	0.001	0.03	0.036	0.00433
2249	0.021	0.032	4.5e-08	0.0021504	5e-08	0.0	0.000399	0.01	0.036	0.00378
2250	0.021	0.046	7.17e-07	0.00055296	5e-08	0.0	0.000599	0.01	0.036	0.00181
2251	0.021	0.045	2.921e-06	0.00256	1e-06	0.0	0.002499	0.01	0.036	0.00187
2252	0.021	0.040999999999999995	1.533e-06	0.0043008	5e-07	0.0	0.001199	0.04	0.036	0.01574
2253	0.021	0.046	9.2e-08	0.0032768	1e-08	0.0	0.007999	0.01	0.036	0.00163
2254	0.021	0.045	1.99e-07	0.00018432	1e-07	0.0	0.001199	0.01	0.036	0.00154
2255	0.021	0.044000000000000004	1.361e-06	0.0033792	5e-07	0.0	0.000299	0.01	0.036	0.00134
2256	0.021	0.044000000000000004	1.2e-08	0.00038911999999999996	1e-08	0.0	0.0016989999999999998	0.01	0.036	0.0067
2257	0.021	0.044000000000000004	1.5e-08	0.00059392	1e-08	0.0	0.000399	0.01	0.036	0.00119
2258	0.021	0.038	2.06e-07	0.0009728	1e-07	0.0	0.000299	0.01	0.036	0.00217
2259	0.021	0.046	3.95e-07	0.0019456	1e-08	0.0	0.000999	0.01	0.036	0.00135
2261	0.021	0.04	1.5e-08	0.000512	1e-08	0.0	0.0014990000000000001	0.01	0.036	0.00119
2262	0.021	0.05	3e-09	0.0023552	1e-09	0.0	0.000299	0.01	0.036	0.00222
2263	0.021	0.043	3.5e-08	8.62e-05	5e-08	0.0	0.000399	0.01	0.036	0.01456
2264	0.021	0.034	7.7e-08	0.00101376	5e-08	0.0	0.000299	0.01	0.036	0.00589
2266	0.021	0.034	5.1e-08	0.00024576	1e-08	0.0	0.002999	0.01	0.036	0.01498
2267	0.021	0.043	2.14e-07	8.99e-05	1e-07	0.0	0.000299	0.01	0.036	0.02197
2268	0.021	0.044000000000000004	1.04e-07	0.0038912	1e-08	0.0	0.000299	0.02	0.036	0.00188
2269	0.021	0.044000000000000004	8e-09	0.0006656	1e-09	0.0	0.001299	0.01	0.036	0.00126
2270	0.021	0.042	4.5e-08	0.0014336	1e-08	0.0	0.000499	0.01	0.036	0.01198
2271	0.021	0.05	2e-09	0.00012288	5e-09	0.0	0.000299	0.01	0.036	0.01078
2272	0.021	0.040999999999999995	8e-08	0.0049152	5e-08	0.0	0.0014990000000000001	0.01	0.036	0.01849
2273	0.021	0.039	1e-08	3.78e-05	1e-08	0.0	0.000599	0.01	0.036	0.01282
2274	0.021	0.046	1.56e-07	0.0022528	5e-09	0.0	0.000349	0.01	0.036	0.00259
2275	0.021	0.042	1.78e-07	0.00049152	1e-08	0.0	9.9e-05	0.01	0.036	0.00129
2277	0.021	0.042	1.68e-07	0.00256	1e-07	0.0	0.002499	0.01	0.036	0.00474
2278	0.021	0.036000000000000004	2.5e-08	2.66e-05	1e-08	0.0	0.001099	0.01	0.036	0.0072
2279	0.021	0.045	1.63e-07	3.75e-05	1e-07	0.0	0.000199	0.01	0.036	0.01213
2281	0.021	0.047	2.5e-08	0.00012288	1e-08	0.0	0.000499	0.01	0.036	0.009
2283	0.021	0.045	1.33e-07	0.00028671999999999997	1e-07	0.0	0.000299	0.01	0.036	0.01579
2284	0.021	0.042	9e-09	0.009728	1e-08	0.0	0.000749	0.01	0.036	0.0044
2285	0.021	0.042	7.4e-08	0.00026624	1e-08	0.0	0.00015	0.01	0.036	0.01544
2286	0.021	0.043	3e-09	0.00047104	1e-09	0.0	0.000299	0.01	0.036	0.0033
2288	0.021	0.040999999999999995	1.2e-08	0.00052224	1e-08	0.0	0.000199	0.01	0.036	0.00636
2289	0.021	0.044000000000000004	1.7e-08	0.00018432	1e-08	0.0	0.000999	0.03	0.036	0.00198
2292	0.021	0.042	3.3e-08	0.0054272	1e-08	0.0	0.000399	0.01	0.036	0.00204
2293	0.021	0.045	4.92e-07	0.0039936	1e-07	0.0	0.000799	0.01	0.036	0.00229
2295	0.021	0.026000000000000002	4.1e-08	0.0014336	1e-08	0.0	0.000999	0.01	0.036	0.01302
2296	0.021	0.046	6.25e-07	0.00086016	1e-07	0.0	0.000399	0.01	0.036	0.00689
2297	0.021	0.048	1.2e-08	0.0018432	1e-08	0.0	0.001999	0.01	0.036	0.00541
2298	0.021	0.042	6.4e-08	0.0041984	1e-08	0.0	0.002999	0.01	0.036	0.01072
2299	0.021	0.047	1.1e-08	0.01024	5e-09	0.0	0.001599	0.01	0.036	0.00318
2300	0.021	0.03	4e-09	0.00034816	5e-09	0.0	9.9e-05	0.01	0.036	0.00568
2301	0.021	0.035	2.14e-07	0.0069632	1e-08	0.0	0.003399	0.01	0.036	0.00422
2302	0.021	0.046	6.6e-08	0.00026624	5e-08	0.0	9.9e-05	0.01	0.036	0.01822
2303	0.021	0.048	5.9158e-05	0.0011264	1e-05	0.01	0.0	0.01	0.036	0.00125
2305	0.021	0.046	7.3118e-05	0.0037888	1e-05	0.01	0.0	0.01	0.036	0.00202
2307	0.021	0.048	0.000102858	0.0010035200000000001	1e-05	0.01	0.0	0.01	0.036	0.00117
2308	0.021	0.04	2.094e-06	0.0023552	5e-06	0.01	0.0	0.01	0.036	0.00125
2309	0.021	0.037000000000000005	2.36e-07	0.0018432	5e-07	0.01	0.0	0.01	0.036	0.00126
2310	0.021	0.042	3.3033e-05	0.00075776	5e-05	0.01	0.0	0.01	0.036	0.00127
2311	0.021	0.048	7.8825e-05	0.0011264	1e-05	0.01	0.0	0.01	0.036	0.00118
2313	0.021	0.035	2.5e-07	0.0023552	1e-06	0.01	0.0	0.01	0.036	0.00142
2314	0.021	0.039	6.266e-06	0.0034816	5e-06	0.01	0.0	0.01	0.036	0.0019
2315	0.021	0.042	2.2e-08	0.001536	1e-07	0.01	0.0	0.01	0.036	0.00182
2316	0.021	0.048	5.3743e-05	0.0013312	1e-05	0.01	0.0	0.01	0.036	0.00124
2317	0.021	0.027000000000000003	2.657e-06	0.0024576	5e-06	0.01	0.0	0.01	0.036	0.00124
2318	0.021	0.042	4.476e-06	0.002048	5e-06	0.01	0.0	0.01	0.036	0.0012
2319	0.021	0.047	0.00015641	0.0014336	5e-05	0.01	0.0	0.01	0.036	0.00117
2320	0.021	0.046	2.006e-06	0.0070656	5e-07	0.01	0.0	0.01	0.036	0.00117
2321	0.021	0.045	6.099e-06	0.0038912	5e-06	0.01	0.0	0.01	0.036	0.0012
2322	0.021	0.047	2.316e-05	0.0026624	1e-05	0.01	0.0	0.01	0.036	0.00124
2323	0.021	0.047	8.348e-06	0.00026624	5e-06	0.01	0.0	0.01	0.036	0.00229
2324	0.021	0.045	7.837e-06	0.0021504	1e-06	0.01	0.0	0.01	0.036	0.0012
2325	0.021	0.047	6.185e-06	0.0038912	1e-06	0.01	0.0	0.01	0.036	0.00117
2326	0.021	0.04	3.803e-06	0.0016384	1e-06	0.01	0.0	0.01	0.036	0.0026
2327	0.021	0.034	1.838e-06	0.0021504	1e-06	0.01	0.0	0.01	0.036	0.00149
2328	0.021	0.035	3.707e-06	0.001024	5e-06	0.01	0.0	0.01	0.036	0.00123
2329	0.021	0.03	3.15e-07	0.0022528	1e-06	0.01	0.0	0.01	0.036	0.00414
2330	0.021	0.047	8.7418e-05	0.0014336	1e-05	0.01	0.0	0.01	0.036	0.00135
2331	0.021	0.046	2.1189e-05	0.0036864	1e-05	0.01	0.0	0.01	0.036	0.00114
2332	0.021	0.042	1.746e-06	0.0016384	5e-07	0.01	0.0	0.01	0.036	0.00126
2333	0.021	0.048	6.9126e-05	0.0062464	1e-05	0.01	0.0	0.01	0.036	0.0018
2334	0.021	0.045	4.53e-07	0.0011264	1e-06	0.01	0.0	0.01	0.036	0.00509
2335	0.021	0.042	1.071e-05	0.0008704	1e-06	0.01	0.0	0.01	0.036	0.00148
2336	0.021	0.038	7e-07	0.0037888	1e-06	0.01	0.0	0.01	0.036	0.0016
2339	0.021	0.045	5.03e-07	0.0022528	5e-07	0.01	0.0	0.01	0.036	0.00171
2340	0.021	0.04	4.88e-07	0.0017408	1e-06	0.01	0.0	0.01	0.036	0.00119
2341	0.021	0.036000000000000004	1.9e-07	0.00078848	1e-06	0.01	0.0	0.01	0.036	0.0033
2342	0.021	0.044000000000000004	1.5e-08	0.0039936	1e-08	0.01	0.0	0.01	0.036	0.00132
2343	0.021	0.047	2.6862e-05	0.003072	5e-06	0.01	0.0	0.01	0.036	0.00156
2344	0.021	0.049	0.000100082	0.00037888	1e-05	0.01	0.0	0.01	0.036	0.00142
2345	0.021	0.036000000000000004	2.7e-08	0.0028672	1e-07	0.01	0.0	0.01	0.036	0.00223
2346	0.021	0.045	7.2167e-05	0.0016384	1e-05	0.01	0.0	0.01	0.036	0.00133
2347	0.021	0.040999999999999995	2.1e-08	0.002048	1e-08	0.01	0.0	0.01	0.036	0.0017
2348	0.021	0.046	6.035e-06	0.0009113600000000001	1e-06	0.01	0.0	0.01	0.036	0.00146
2349	0.021	0.047	9.945e-06	0.0099328	5e-06	0.01	0.0	0.01	0.036	0.00146
2350	0.021	0.047	4.318e-06	0.0012288	1e-06	0.01	0.0	0.01	0.036	0.00125
2351	0.021	0.027999999999999997	7.8e-08	0.0073728	5e-07	0.01	0.0	0.01	0.036	0.00154
2353	0.021	0.046	4.7e-08	0.0021504	1e-07	0.01	0.0	0.01	0.036	0.00118
2355	0.021	0.034	6.5e-07	0.0027648	1e-06	0.01	0.0	0.01	0.036	0.00128
2357	0.021	0.04	3.498e-06	0.0006758399999999999	1e-06	0.01	0.0	0.01	0.036	0.00211
2358	0.021	0.048	3.052e-06	0.0012288	1e-06	0.01	0.0	0.01	0.036	0.0012
2359	0.021	0.042	1.747e-06	0.0006041600000000001	1e-06	0.01	0.0	0.01	0.036	0.00772
2360	0.021	0.03	4.5e-08	0.002048	5e-08	0.01	0.0	0.01	0.036	0.00135
2361	0.021	0.045	1.686e-06	0.001536	1e-06	0.01	0.0	0.01	0.036	0.00121
2362	0.021	0.037000000000000005	5.29e-07	0.0026624	1e-06	0.01	0.0	0.01	0.036	0.00121
2363	0.021	0.045	1.388e-06	0.00033791999999999996	1e-06	0.01	0.0	0.01	0.036	0.00148
2364	0.021	0.045	5.72e-07	0.0045056	5e-07	0.01	0.0	0.01	0.036	0.00138
2365	0.021	0.046	9.2e-08	0.0032768	1e-08	0.0	0.007999	0.01	0.036	0.00163
2366	0.021	0.042	1.135e-06	0.0012288	1e-06	0.0	0.0009	0.01	0.036	0.00135
2367	0.021	0.046	2.1189e-05	0.0036864	1e-05	0.01	0.0	0.01	0.036	0.00114
2368	0.021	0.036000000000000004	5.4e-08	0.0017408	5e-08	0.01	0.0	0.04	0.036	0.00148
2369	0.021	0.044000000000000004	2.75e-07	0.00059392	1e-07	0.01	0.0	0.03	0.036	0.00257
2370	0.021	0.044000000000000004	2.159e-06	0.0011264	1e-07	0.01	0.0	0.01	0.036	0.00195
2371	0.021	0.045	2.951e-06	0.0016384	5e-07	0.01	0.0	0.01	0.036	0.0014
2372	0.021	0.045	2.921e-06	0.00256	1e-06	0.0	0.002499	0.01	0.036	0.00187
2373	0.021	0.040999999999999995	8.4e-08	0.00062464	1e-07	0.01	0.0	0.01	0.036	0.00352
2375	0.021	0.043	5.521e-06	0.0022528	1e-06	0.01	0.0	0.01	0.036	0.0015
2376	0.021	0.043	2.108e-06	0.0028672	5e-07	0.01	0.0	0.01	0.036	0.0021
2377	0.021	0.047	7.3e-08	0.00064512	1e-07	0.01	0.0	0.01	0.036	0.00355
2378	0.021	0.045	6.3e-08	0.00256	1e-07	0.0	0.000999	0.01	0.036	0.00786
2379	0.021	0.045	4.08e-07	0.006144	5e-07	0.01	0.0	0.01	0.036	0.00249
2380	0.021	0.045	1.71e-07	0.002048	1e-07	0.0	0.001	0.03	0.036	0.00433
2381	0.021	0.042	3.3e-08	0.0008192	1e-07	0.01	0.0	0.01	0.036	0.0021
2382	0.021	0.044000000000000004	1.97e-07	0.002048	1e-07	0.01	0.0	0.01	0.036	0.00118
2383	0.021	0.039	2.72e-07	0.00065536	5e-07	0.01	0.0	0.01	0.036	0.00352
2384	0.021	0.042	4.852e-06	0.0034816	1e-06	0.01	0.0	0.01	0.036	0.01863
2385	0.021	0.044000000000000004	1.2e-08	0.00038911999999999996	1e-08	0.0	0.0016989999999999998	0.01	0.036	0.0067
2386	0.021	0.040999999999999995	1.533e-06	0.0043008	5e-07	0.0	0.001199	0.04	0.036	0.01574
2387	0.021	0.034	5.1e-08	0.00024576	1e-08	0.0	0.002999	0.01	0.036	0.01498
2388	0.021	0.040999999999999995	3.8e-08	0.007168	5e-08	0.01	0.0	0.01	0.036	0.00139
2389	0.021	0.04	1.5e-08	0.000512	1e-08	0.0	0.0014990000000000001	0.01	0.036	0.00119
2391	0.021	0.040999999999999995	9e-08	0.0021504	1e-08	0.01	0.0	0.01	0.036	0.0014
2392	0.021	0.035	1.288e-06	0.0038912	1e-06	0.01	0.0	0.01	0.036	0.00141
2394	0.021	0.04	1.545e-06	0.0075776	1e-06	0.01	0.0	0.01	0.036	0.00121
2395	0.021	0.045	1.99e-07	0.00018432	1e-07	0.0	0.001199	0.01	0.036	0.00154
2396	0.021	0.043	2.83e-07	0.0012288	5e-08	0.01	0.0	0.01	0.036	0.00139
2397	0.021	0.043	4.6e-07	0.0013312	1e-07	0.01	0.0	0.01	0.036	0.00139
2399	0.021	0.046	1.29e-07	0.00029696	1e-07	0.0	0.000549	0.01	0.036	0.00236
2400	0.021	0.040999999999999995	8e-08	0.0049152	5e-08	0.0	0.0014990000000000001	0.01	0.036	0.01849
2401	0.021	0.046	3.95e-07	0.0019456	1e-08	0.0	0.000999	0.01	0.036	0.00135
2402	0.021	0.035	2.14e-07	0.0069632	1e-08	0.0	0.003399	0.01	0.036	0.00422
2403	0.021	0.023	1.7e-08	0.00069632	1e-08	0.01	0.0	0.01	0.036	0.00244
2404	0.021	0.045	5.13e-07	0.0012288	5e-08	0.01	0.0	0.01	0.036	0.0014
2405	0.021	0.043	1.68e-07	0.00059392	1e-07	0.01	0.0	0.01	0.036	0.00303
2406	0.021	0.042	6.4e-08	0.0041984	1e-08	0.0	0.002999	0.01	0.036	0.01072
2407	0.021	0.042	1.68e-07	0.00256	1e-07	0.0	0.002499	0.01	0.036	0.00474
2408	0.021	0.031	8.2e-08	0.0043008	5e-08	0.01	0.0	0.01	0.036	0.0034
2409	0.021	0.044000000000000004	8e-09	0.0006656	1e-09	0.0	0.001299	0.01	0.036	0.00126
2410	0.021	0.044000000000000004	1.12e-07	0.0013312	1e-08	0.01	0.0	0.01	0.036	0.00139
2411	0.021	0.028999999999999998	9.2e-08	0.0001536	1e-07	0.01	0.0	0.01	0.036	0.00166
2412	0.021	0.031	8.3e-08	0.00032768	1e-07	0.01	0.0	0.01	0.036	0.00121
2413	0.021	0.037000000000000005	3e-09	0.00078848	5e-08	0.01	0.0	0.01	0.036	0.00135
2414	0.021	0.04	6e-09	0.00013312	1e-09	0.0	0.003999	0.01	0.036	0.00238
2415	0.021	0.038	3.43e-07	0.0026624	5e-07	0.01	0.0	0.01	0.036	0.00211
2416	0.021	0.046	7.17e-07	0.00055296	5e-08	0.0	0.000599	0.01	0.036	0.00181
2417	0.021	0.044000000000000004	1.37e-07	0.0011264	1e-08	0.01	0.0	0.01	0.036	0.00195
2418	0.021	0.038	2.06e-07	0.0009728	1e-07	0.0	0.000299	0.01	0.036	0.00217
2420	0.021	0.048	1.2e-08	0.0018432	1e-08	0.0	0.001999	0.01	0.036	0.00541
2426	0.021	0.037000000000000005	9e-09	0.00029696	5e-09	0.01	0.0	0.01	0.036	0.0013
2427	0.021	0.05	3e-09	0.0022528	1e-09	0.01	0.0	0.01	0.036	0.00126
2428	0.021	0.03	2e-09	0.0016384	5e-09	0.01	0.0	0.01	0.036	0.00134
2429	0.021	0.037000000000000005	2e-08	0.0019456	1e-08	0.01	0.0	0.01	0.036	0.00154
2444	0.021	0.037000000000000005	3e-09	0.001024	1e-09	0.01	0.0	0.01	0.036	0.00134
2445	0.021	0.05	1e-09	0.0022528	1e-10	0.01	0.0	0.01	0.036	0.00117
2448	0.021	0.05	3e-09	0.002048	1e-09	0.01	0.0	0.01	0.036	0.00132
2450	0.021	0.05	4e-09	0.000256	5e-11	0.01	0.0	0.01	0.036	0.00117
2452	0.021	0.05	2e-09	0.0024576	5e-10	0.01	0.0	0.01	0.036	0.00124
2454	0.021	0.05	4e-09	0.00256	1e-11	0.01	0.0	0.01	0.036	0.00118
2455	0.021	0.05	2e-09	0.0029696	5e-10	0.01	0.0	0.01	0.036	0.0014
2457	0.021	0.05	3e-09	0.0054272	1e-10	0.01	0.0	0.01	0.036	0.00138
2458	0.021	0.05	2e-09	0.0084992	1e-10	0.01	0.0	0.01	0.036	0.00139
2459	0.021	0.05	1e-09	0.00047104	5e-11	0.01	0.0	0.01	0.036	0.00118
2463	0.021	0.043	1e-08	0.0047104	1e-09	0.01	0.0	0.01	0.036	0.00132
2464	0.021	0.049	2.8e-08	0.00058368	5e-08	0.01	0.0	0.01	0.036	0.00144
2472	0.021	0.05	1e-09	0.00043008	1e-10	0.01	0.0	0.01	0.036	0.00127
2475	0.021	0.049	1.4e-08	0.0007168	1e-09	0.01	0.0	0.01	0.036	0.00138
2476	0.021	0.046	5e-09	0.0011264	1e-09	0.01	0.0	0.01	0.036	0.00117
2477	0.021	0.05	1e-09	0.0005734399999999999	1e-10	0.01	0.0	0.01	0.036	0.00124
2482	0.021	0.04	1e-09	0.00033791999999999996	1e-10	0.01	0.0	0.01	0.036	0.00139
2484	0.021	0.05	2e-09	0.00072704	5e-11	0.01	0.0	0.01	0.036	0.00117
2486	0.021	0.04	2.094e-06	0.0023552	5e-06	0.01	0.0	0.01	0.036	0.00125
2487	0.021	0.026000000000000002	4.96e-07	0.0024576	1e-06	0.01	0.0	0.01	0.036	0.00124
2488	0.021	0.047	8.7418e-05	0.0014336	1e-05	0.01	0.0	0.01	0.036	0.00135
2489	0.021	0.048	5.3747e-05	0.0013312	1e-05	0.01	0.0	0.01	0.036	0.00124
2490	0.021	0.043	4.4e-08	0.0034816	1e-07	0.01	0.0	0.01	0.036	0.0023
2491	0.021	0.047	1e-08	0.00044031999999999996	1e-08	0.01	0.0	0.01	0.036	0.00176
2492	0.021	0.025	1.24e-07	0.0044032	1e-07	0.01	0.0	0.01	0.036	0.00684
2493	0.021	0.046	2.014e-06	0.0070656	5e-07	0.01	0.0	0.01	0.036	0.00117
2494	0.021	0.045	5.03e-07	0.0022528	5e-07	0.01	0.0	0.01	0.036	0.00171
2495	0.021	0.040999999999999995	2.1e-08	0.002048	1e-08	0.01	0.0	0.01	0.036	0.0017
2496	0.021	0.045	1.1e-08	0.00256	1e-08	0.01	0.0	0.01	0.036	0.00315
2497	0.021	0.043	5.73e-07	0.0002048	1e-06	0.01	0.0	0.01	0.036	0.00545
2499	0.021	0.038	7e-07	0.0037888	1e-06	0.01	0.0	0.01	0.036	0.0016
2500	0.021	0.044000000000000004	1.63e-07	0.004096	1e-07	0.01	0.0	0.01	0.036	0.00152
2504	0.021	0.045	3.3e-07	0.0017408	5e-07	0.01	0.0	0.01	0.036	0.0012
2505	0.021	0.045	4.53e-07	0.0011264	1e-06	0.01	0.0	0.01	0.036	0.00509
2506	0.021	0.038	2.4e-08	0.00045056	1e-08	0.01	0.0	0.01	0.036	0.00428
2507	0.021	0.045	1.686e-06	0.001536	1e-06	0.01	0.0	0.01	0.036	0.00121
2508	0.021	0.04	5.31e-07	0.00023552	1e-06	0.01	0.0	0.01	0.036	0.0141
2509	0.021	0.045	2e-08	0.004096	5e-08	0.01	0.0	0.01	0.036	0.00232
2510	0.021	0.037000000000000005	3.596e-06	0.00086016	1e-05	0.01	0.0	0.01	0.036	0.00133
2511	0.021	0.043	5.6e-08	0.0011264	1e-07	0.01	0.0	0.01	0.036	0.0012
2512	0.021	0.037000000000000005	9e-09	0.00029696	5e-09	0.01	0.0	0.01	0.036	0.0013
2514	0.021	0.044000000000000004	2.7e-08	0.001536	5e-08	0.01	0.0	0.01	0.036	0.00131
2515	0.021	0.038	6.3e-08	0.0024576	1e-07	0.01	0.0	0.01	0.036	0.00159
2517	0.021	0.027000000000000003	2.657e-06	0.0024576	5e-06	0.01	0.0	0.01	0.036	0.00124
2518	0.021	0.05	3e-09	0.0022528	1e-09	0.01	0.0	0.01	0.036	0.00126
2519	0.021	0.043	1.23e-07	0.0088064	1e-07	0.01	0.0	0.01	0.036	0.0018
2521	0.021	0.03	3.15e-07	0.0022528	1e-06	0.01	0.0	0.01	0.036	0.00414
2522	0.021	0.05	2e-09	0.0011264	1e-09	0.01	0.0	0.04	0.036	0.00175
2523	0.021	0.036000000000000004	2.6e-08	9.75e-05	5e-08	0.01	0.0	0.01	0.036	0.01298
2524	0.021	0.04	1.22e-07	9.8e-05	1e-07	0.01	0.0	0.01	0.036	0.00138
2525	0.021	0.043	1.7e-08	0.0006144	1e-07	0.01	0.0	0.01	0.036	0.00641
2526	0.021	0.047	6.23e-07	0.002048	5e-07	0.01	0.0	0.02	0.036	0.00122
2527	0.021	0.05	6e-09	0.0026624	1e-08	0.01	0.0	0.01	0.036	0.00187
2528	0.021	0.047	6e-09	0.0013312	1e-08	0.01	0.0	0.01	0.036	0.00242
2530	0.021	0.046	7e-09	0.00027648	1e-08	0.01	0.0	0.01	0.036	0.00226
2531	0.021	0.031	2.53e-07	0.00043008	5e-07	0.01	0.0	0.01	0.036	0.00807
2532	0.021	0.044000000000000004	3.786e-06	0.0028672	5e-07	0.01	0.0	0.01	0.036	0.00135
2533	0.021	0.05	1e-09	0.00062464	1e-09	0.01	0.0	0.04	0.036	0.00265
2534	0.021	0.036000000000000004	1e-08	0.001536	1e-08	0.01	0.0	0.01	0.036	0.00373
2535	0.021	0.027999999999999997	6.6e-08	0.00012288	5e-07	0.01	0.0	0.01	0.036	0.00764
2536	0.021	0.044000000000000004	6.5e-08	0.0037888	1e-07	0.01	0.0	0.01	0.036	0.00237
2537	0.021	0.042	1.747e-06	0.0006041600000000001	1e-06	0.01	0.0	0.01	0.036	0.00772
2538	0.021	0.046	1.7e-08	0.0014336	1e-08	0.01	0.0	0.01	0.036	0.0014
2539	0.021	0.042	2.8e-08	0.00023552	1e-07	0.01	0.0	0.01	0.036	0.01408
2541	0.021	0.038	2.92e-07	0.00027648	1e-06	0.01	0.0	0.01	0.036	0.00226
2542	0.021	0.035	1.9e-08	0.00022528	5e-08	0.01	0.0	0.01	0.036	0.002
2543	0.021	0.047	2.316e-05	0.0026624	1e-05	0.01	0.0	0.01	0.036	0.00124
2547	0.022	0.044000000000000004	4.9173e-05	0.0004096	0.0001	0.01	0.0	0.01	0.037	0.00177
2549	0.022	0.042	2.2492e-05	0.0001536	1e-05	0.01	0.0	0.01	0.037	0.00191
2551	0.022	0.043	1.403e-06	0.00037888	1e-06	0.01	0.0	0.01	0.037	0.00302
2555	0.022	0.044000000000000004	4.919e-06	0.00028671999999999997	1e-05	0.01	0.0	0.01	0.037	0.00117
2556	0.022	0.044000000000000004	1.3762e-05	0.00039935999999999997	1e-05	0.01	0.0	0.01	0.037	0.00203
2557	0.022	0.043	6.086e-06	0.00031744	1e-05	0.01	0.0	0.02	0.037	0.00167
2559	0.022	0.044000000000000004	1.2e-06	0.00028671999999999997	1e-06	0.01	0.0	0.01	0.037	0.00118
2560	0.022	0.045	7.648e-05	0.002048	1e-05	0.01	0.0	0.04	0.037	0.00114
2561	0.022	0.046	0.000271445	0.00101376	5e-05	0.01	0.0	0.01	0.037	0.00157
2562	0.022	0.046	0.000225103	0.00054272	5e-05	0.01	0.0	0.01	0.037	0.00168
2563	0.022	0.046	3.3177e-05	0.001024	1e-05	0.01	0.0	0.01	0.037	0.00169
