	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
917	Nick	10	4.2	123279.0	25600.0	10000000.0	1	0.0	3	0	308.0	2.0.8	4.4 and up
918	VH1	10	4.1	27424.0	17408.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
920	A&E - Watch Full Episodes of TV Shows	10	4.0	29706.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
921	The CW	10	4.4	288150.0	21504.0	5000000.0	1	0.0	2	10	128.0	2.17	4.4 and up
922	BET NOW - Watch Shows	10	4.2	14807.0	19456.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
927	Lifetime - Watch Full Episodes & Original Movies	10	4.0	35928.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
928	SeriesGuide – Show & Movie Manager	10	4.3	64448.0	4505.6	1000000.0	1	0.0	4	10	130.0	43	4.0.3 and up
929	Comedy Central	10	3.9	22378.0	19456.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
930	IMDb Movies & TV	10	4.2	501498.0	12288.0	100000000.0	1	0.0	2	10	125.0	Varies with device	Varies with device
932	Tubi TV - Free Movies & TV	10	4.3	296829.0	11264.0	10000000.0	1	0.0	2	10	136.0	2.13.5	4.1 and up
936	CBS - Full Episodes & Live TV	10	3.8	92058.0	12288.0	10000000.0	1	0.0	2	10	131.0	4.8.6	4.1 and up
937	Nick	10	4.2	123279.0	25600.0	10000000.0	1	0.0	3	0	308.0	2.0.8	4.4 and up
940	The CW	10	4.4	288150.0	21504.0	5000000.0	1	0.0	2	10	128.0	2.17	4.4 and up
941	CW Seed	10	4.5	16372.0	13312.0	500000.0	1	0.0	2	10	133.0	1.16	4.4 and up
942	The NBC App - Watch Live TV and Full Episodes	10	4.1	58028.0	17408.0	5000000.0	1	0.0	2	10	146.0	4.18.1	4.1 and up
943	HISTORY: Watch TV Show Full Episodes & Specials	10	4.1	33387.0	20480.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
945	WWE	10	4.5	736864.0	20480.0	10000000.0	1	0.0	2	10	313.0	3.17.2	4.1 and up
946	A&E - Watch Full Episodes of TV Shows	10	4.0	29706.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
947	VH1	10	4.1	27424.0	17408.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
948	Universal Kids	10	3.6	1968.0	21504.0	500000.0	1	0.0	1	0	188.0	3.3.1.41	4.4 and up
949	MTV	10	3.8	35279.0	15360.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
950	Lifetime - Watch Full Episodes & Original Movies	10	4.0	35931.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
951	BET NOW - Watch Shows	10	4.2	14807.0	19456.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
952	LEGO® TV	10	3.7	17247.0	7372.8	1000000.0	1	0.0	3	0	116.0	4.0.2	5.0 and up
953	HBO GO: Stream with TV Package	10	3.8	87723.0	32768.0	10000000.0	1	0.0	2	10	132.0	16.0.0.437	4.1 and up
956	FOX	10	3.7	197774.0	45056.0	10000000.0	1	0.0	4	10	156.0	6.6.1	4.4 and up
957	Telemundo Now	10	3.9	8674.0	19456.0	1000000.0	1	0.0	2	10	187.0	3.3.1.42	4.4 and up
959	Tubi TV - Free Movies & TV	10	4.3	296771.0	11264.0	10000000.0	1	0.0	2	10	136.0	2.13.5	4.1 and up
963	Nick	10	4.2	123279.0	25600.0	10000000.0	1	0.0	3	0	308.0	2.0.8	4.4 and up
968	Movies by Flixster with Rotten Tomatoes	10	4.5	653008.0	16384.0	10000000.0	1	0.0	1	10	161.0	9.1.4	4.4 and up
970	HISTORY: Watch TV Show Full Episodes & Specials	10	4.1	33387.0	20480.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
972	The CW	10	4.4	288150.0	21504.0	5000000.0	1	0.0	2	10	128.0	2.17	4.4 and up
973	Redbox	10	4.1	115033.0	30720.0	10000000.0	1	0.0	1	10	149.0	7.5.0	5.0 and up
976	Tribeca Shortlist - Handpicked Movies	10	3.9	801.0	58368.0	100000.0	1	0.0	2	10	252.0	4.003.1	4.3 and up
977	A&E - Watch Full Episodes of TV Shows	10	4.0	29706.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
978	VH1	10	4.1	27424.0	17408.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
980	MTV	10	3.8	35279.0	15360.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
981	Lifetime - Watch Full Episodes & Original Movies	10	4.0	35931.0	19456.0	1000000.0	1	0.0	2	10	135.0	3.1.4	4.4 and up
982	Comedy Central	10	3.9	22378.0	19456.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
983	BET NOW - Watch Shows	10	4.2	14807.0	19456.0	1000000.0	1	0.0	2	10	143.0	11.45.0	4.4 and up
984	FOX	10	3.7	197774.0	45056.0	10000000.0	1	0.0	4	10	156.0	6.6.1	4.4 and up
985	Telemundo Now	10	3.9	8674.0	19456.0	1000000.0	1	0.0	2	10	187.0	3.3.1.42	4.4 and up
986	Nick Jr. - Shows & Games	10	4.2	8968.0	35840.0	1000000.0	1	0.0	1	0	309.0	1.0.20	4.4 and up
987	Sticker Market: Emoji keyboard	10	4.3	303.0	45056.0	10000.0	1	0.0	2	10	349.0	1.2.3	4.2 and up
990	Laugh Out Loud by Kevin Hart	10	4.3	1856.0	20480.0	100000.0	1	0.0	2	10	119.0	1.6.1	6.0 and up
991	ColorFul - Adult Coloring Book	10	4.6	50725.0	19456.0	5000000.0	1	0.0	1	10	187.0	1.0.64	4.0.3 and up
992	Nick	10	4.2	123279.0	25600.0	10000000.0	1	0.0	3	0	308.0	2.0.8	4.4 and up
994	Hamilton — The Official App	10	4.5	1575.0	44032.0	100000.0	1	0.0	1	10	138.0	2.3.2	5.0 and up
997	Funny Quotes Free	10	4.2	23666.0	3686.4	1000000.0	1	0.0	2	10	208.0	8.1	4.0 and up
998	LOL Pics (Funny Pictures)	10	4.4	67554.0	7884.8	1000000.0	1	0.0	2	10	1170.0	4.0	2.3.3 and up
999	Meme Creator	10	4.2	38769.0	45056.0	1000000.0	1	0.0	4	10	1163.0	7.2.3	2.3 and up
1000	Imgur: Find funny GIFs memes & watch viral videos	10	4.3	160164.0	12288.0	10000000.0	1	0.0	2	10	119.0	4.2.0.8447	5.0 and up
1001	Meme Generator	10	4.6	3771.0	54272.0	100000.0	0	2.99	4	10	117.0	4.426	4.1 and up
1002	SketchBook - draw and paint	10	4.3	256664.0	78848.0	10000000.0	1	0.0	1	10	208.0	4.1.7	4.0.3 and up
1004	All Events in City	11	4.0	3782.0	9728.0	100000.0	1	0.0	1	11	169.0	8.4	4.0.3 and up
1005	Ticketmaster Event Tickets	11	4.0	40113.0	36864.0	5000000.0	1	0.0	1	11	128.0	Varies with device	Varies with device
1006	Reminder	11	4.5	7074.0	6451.2	500000.0	1	0.0	1	11	156.0	1.57	4.1 and up
1007	Birdays - Birthday reminder	11	4.5	2153.0	6041.6	50000.0	1	0.0	1	11	349.0	1.5.0	4.1 and up
1009	Fever	11	4.0	20611.0	12288.0	1000000.0	1	0.0	2	11	133.0	4.3.6	4.1 and up
1010	DroidAdmin for Android - Advice	11	4.2	811.0	2867.2	10000.0	1	0.0	1	11	183.0	3.8	4.0 and up
1011	SeatGeek – Tickets to Sports Concerts Broadway	11	4.4	15558.0	26624.0	1000000.0	1	0.0	1	11	117.0	2018.07.31229	5.0 and up
1012	my4D	11	4.6	573.0	8908.8	100000.0	1	0.0	1	11	139.0	1.40	4.2 and up
1014	Vivid Seats – Event Tickets	11	4.6	8232.0	54272.0	1000000.0	1	0.0	1	11	120.0	Varies with device	5.0 and up
1016	LBB - Find New & Unique Things To Do Around You	11	4.6	3874.0	14336.0	100000.0	1	0.0	1	11	124.0	4.0.19	4.2 and up
1017	Happy Birthday Songs Offline	11	4.4	464.0	9113.6	100000.0	1	0.0	1	11	359.0	1.3	4.1 and up
1018	Series Valley of the Wolves full of part	11	4.6	731.0	11264.0	50000.0	1	0.0	1	11	339.0	2.0	4.0 and up
1019	Mummatikabalkuragi	11	4.9	69.0	334.0	1000.0	1	0.0	2	11	129.0	1.0	4.0 and up
1020	Gametime - Tickets to Sports Concerts Theater	11	4.5	8800.0	24576.0	1000000.0	1	0.0	1	11	134.0	11.1.1	5.0 and up
1021	PTI Flex Maker Photo Frame Editor & Songs 2018	11	4.6	99.0	13312.0	10000.0	1	0.0	1	11	145.0	1.1	4.2 and up
1023	Birthdays & Other Events	11	4.3	456.0	2867.2	50000.0	1	0.0	1	11	160.0	1.75	2.3.3 and up
1027	vide-greniers.org	11	4.3	5839.0	3584.0	100000.0	1	0.0	1	11	750.0	16.11.8	2.3.3 and up
1028	SUMMER SONIC app	11	5.0	4.0	62464.0	500.0	1	0.0	1	11	127.0	1.0	4.4 and up
1029	Quake & Volcanoes: 3D Globe of Volcanic Eruptions	11	4.4	663.0	6144.0	100000.0	1	0.0	1	11	410.0	1.1.3	4.1 and up
1030	Prosperity	11	5.0	16.0	2355.2	100.0	1	0.0	1	11	142.0	1.14	2.0 and up
1031	Picktrainer: India's largest photo contest app	11	4.5	1065.0	9216.0	100000.0	1	0.0	1	11	181.0	1.3.2	4.1 and up
1036	Emmabodafestivalen	11	4.8	12.0	29696.0	1000.0	1	0.0	3	11	153.0	42.0	4.2 and up
1037	KudaGo - things to do in NY	11	4.4	4298.0	4505.6	100000.0	1	0.0	1	11	580.0	2.2.2	4.0 and up
1038	Mindvalley U Tallinn 2018	11	5.0	1.0	21504.0	100.0	1	0.0	1	11	148.0	1.0.5	4.4 and up
1040	Freitas Auctioneer Official	11	3.7	100.0	27648.0	50000.0	1	0.0	1	11	348.0	1.0.11	4.0.3 and up
1042	Xceed - Clubs DJs Festivals & Tickets	11	4.1	399.0	24576.0	100000.0	1	0.0	1	11	117.0	Cannonau 3.11.11	5.0 and up
1044	Arab Halls - For Wedding & Events	11	4.8	28.0	6451.2	1000.0	1	0.0	1	11	192.0	8.0bld14	4.1 and up
1047	Endurance Lifestyle	11	4.6	7.0	3891.2	500.0	1	0.0	2	11	506.0	2.1	4.2 and up
1050	Citibanamex Movil	12	3.6	52306.0	43008.0	5000000.0	1	0.0	1	12	124.0	20.1.0	5.0 and up
1052	KTB Netbank	12	3.8	42644.0	19456.0	5000000.0	1	0.0	1	12	153.0	8.18	4.2 and up
1053	Mobile Bancomer	12	4.2	278082.0	71680.0	10000000.0	1	0.0	1	12	121.0	10.78	4.0.3 and up
1054	Nedbank Money	12	4.2	6076.0	32768.0	500000.0	1	0.0	1	12	123.0	4.1.1-0-prod	4.2 and up
1055	SCB EASY	12	4.2	112656.0	95232.0	5000000.0	1	0.0	1	12	132.0	3.9.0	4.1 and up
1059	Itau bank	12	4.2	957973.0	40960.0	10000000.0	1	0.0	1	12	121.0	6.5.7	4.2 and up
1060	Nubank	12	4.7	130582.0	24576.0	5000000.0	1	0.0	1	12	118.0	Varies with device	Varies with device
1062	IKO	12	4.7	167168.0	20480.0	1000000.0	1	0.0	1	12	147.0	3.115.27	4.1 and up
1063	Cash App	12	4.0	34428.0	15360.0	10000000.0	1	0.0	1	12	118.0	2.31.1	5.0 and up
1064	Standard Bank / Stanbic Bank	12	3.6	15247.0	28672.0	1000000.0	1	0.0	1	12	138.0	3.0.5	4.0.3 and up
1065	Bualuang mBanking	12	4.0	48445.0	10240.0	5000000.0	1	0.0	1	12	135.0	2.6.0	4.0.3 and up
1069	MyMo by GSB	12	4.2	21996.0	14336.0	1000000.0	1	0.0	1	12	132.0	1.17.2	4.0.3 and up
1071	Ecobank Mobile Banking	12	4.0	12073.0	43008.0	1000000.0	1	0.0	1	12	187.0	3.3	4.2 and up
1072	Banorte Movil	12	4.1	111632.0	66560.0	1000000.0	1	0.0	1	12	172.0	5.10.1.40699	4.4 and up
1073	Wells Fargo Mobile	12	4.4	250706.0	37888.0	10000000.0	1	0.0	1	12	120.0	6.8.0.109	5.0 and up
1075	BZWBK24 mobile	12	4.5	64959.0	39936.0	1000000.0	1	0.0	1	12	163.0	5.0.1	4.1 and up
1076	PayPal	12	4.3	659741.0	48128.0	50000000.0	1	0.0	1	12	133.0	6.28.0	4.4 and up
1077	Capital One® Mobile	12	4.6	510392.0	80896.0	10000000.0	1	0.0	1	12	119.0	5.38.1	5.0 and up
1078	Zenith Bank Mobile App	12	4.3	7215.0	18432.0	1000000.0	1	0.0	1	12	128.0	2.7.4	4.0 and up
1080	Post Bank	12	4.5	60449.0	102400.0	1000000.0	1	0.0	1	12	128.0	2.9.12	4.0 and up
1081	İşCep	12	4.5	381788.0	32768.0	10000000.0	1	0.0	1	12	118.0	3.22.0	4.1 and up
1082	People's Bank	12	3.6	10697.0	47104.0	1000000.0	1	0.0	1	12	133.0	3.22.1	4.1 and up
1084	Transfer	12	4.1	31804.0	10035.2	5000000.0	1	0.0	1	12	124.0	3.1.6.12	4.0 and up
1085	T-Mobile in	12	3.5	3856.0	8396.8	1000000.0	1	0.0	1	12	120.0	3.2.1	4.4 and up
1086	TrueMoney Wallet	12	4.4	199684.0	18432.0	5000000.0	1	0.0	1	12	132.0	Varies with device	Varies with device
1088	Bank of Brazil	12	4.5	1336246.0	39936.0	10000000.0	1	0.0	1	12	117.0	6.39.1.4	4.1 and up
1089	WiseBanyan - Invest For Free	12	4.2	257.0	45056.0	10000.0	1	0.0	1	12	120.0	2.2.12	4.4W and up
1091	Wells Fargo Daily Change	12	4.2	283.0	5120.0	100000.0	1	0.0	1	12	216.0	2.5.0.26	5.0 and up
1092	Even - organize your money get paid early	12	4.8	12304.0	21504.0	100000.0	1	0.0	1	12	118.0	6.0.16	5.0 and up
1093	Digit Save Money Automatically	12	4.5	8188.0	22528.0	100000.0	1	0.0	1	12	120.0	2.29.01	4.1 and up
1094	Stash: Invest. Learn. Save.	12	4.2	11919.0	23552.0	1000000.0	1	0.0	1	12	124.0	1.13.2.11	4.4 and up
1098	Expense IQ Money Manager	12	4.4	21570.0	27648.0	1000000.0	1	0.0	1	12	162.0	2.0.4	4.0 and up
1100	Wells Fargo Daily Change	12	4.2	283.0	5120.0	100000.0	1	0.0	1	12	216.0	2.5.0.26	5.0 and up
1101	Prism Pay Bills Track Money Personal Finance	12	4.6	16961.0	32768.0	500000.0	1	0.0	1	12	116.0	2.12.100	4.1 and up
1102	Monefy - Money Manager	12	4.6	111254.0	7577.6	1000000.0	1	0.0	1	12	148.0	1.8.9	4.0 and up
1103	Simple - Better Banking	12	4.4	7731.0	24576.0	100000.0	1	0.0	1	12	118.0	2.53.2	5.0 and up
1104	Chime - Mobile Banking	12	4.3	5928.0	22528.0	500000.0	1	0.0	1	12	129.0	5.1.1	5.0 and up
1106	Walmart MoneyCard	12	4.2	6148.0	10240.0	1000000.0	1	0.0	1	12	180.0	1.14.1	4.1 and up
1107	Moven - Smart Finances	12	3.8	861.0	17408.0	100000.0	1	0.0	1	12	183.0	3.3.9	4.4 and up
1108	Qapital - Save Small. Live Large	12	4.5	8662.0	38912.0	100000.0	1	0.0	1	12	131.0	2.5.7	4.4 and up
1109	Experian - Free Credit Report	12	4.6	23130.0	47104.0	1000000.0	1	0.0	1	12	139.0	2.1.4	4.2 and up
1110	Branch	12	4.6	69973.0	3891.2	1000000.0	1	0.0	1	12	128.0	1.17.1	4.0 and up
1111	WalletHub - Free Credit Score Report & Monitoring	12	4.7	1311.0	9523.2	50000.0	1	0.0	1	12	162.0	1.4.11	4.4 and up
1112	CreditWise from Capital One	12	4.6	26587.0	8601.6	1000000.0	1	0.0	1	12	132.0	1.18.0	4.4 and up
1113	NerdWallet: Personal Finance Credit Score & Cash	12	4.6	2417.0	28672.0	100000.0	1	0.0	1	12	117.0	3.5.0	4.4 and up
1115	my face	12	3.8	1054.0	9932.8	100000.0	1	0.0	1	12	141.0	2.3.0	5.0 and up
1116	Credit Sesame	12	4.3	25166.0	11264.0	1000000.0	1	0.0	1	12	126.0	3.1.16	4.1 and up
1118	Fresh EBT - Food Stamp Balance	12	4.5	19870.0	7577.6	1000000.0	1	0.0	1	12	127.0	2.9.5	4.0.3 and up
1119	Hurdlr: Track Mileage Expenses and Log Receipts	12	4.6	3596.0	19456.0	100000.0	1	0.0	1	12	131.0	16.6	6.0 and up
1120	Mobills: Budget Planner	12	4.6	161440.0	16384.0	1000000.0	1	0.0	1	12	117.0	3.2.18.07.30	4.0.3 and up
1121	Everlance: Free Mileage Log	12	4.7	7514.0	14336.0	100000.0	1	0.0	1	12	120.0	1.9.9.9.3	4.4 and up
1122	MileIQ - Free Mileage Tracker for Business	12	4.5	46106.0	22528.0	1000000.0	1	0.0	1	12	120.0	1.28.0.5402	4.4 and up
1123	QuickBooks Self-Employed:Mileage Tracker and Taxes	12	4.4	15141.0	25600.0	1000000.0	1	0.0	1	12	127.0	4.63	5.0 and up
1124	FREE Stock Market Trading Tips	12	3.9	714.0	3686.4	50000.0	1	0.0	1	12	539.0	2.10.3	2.3.3 and up
1127	Stock Quote	12	4.1	4344.0	4608.0	500000.0	1	0.0	1	12	121.0	3.6.2	4.0 and up
1129	Stock Trainer: Virtual Trading (Stock Markets)	12	4.4	42809.0	23552.0	1000000.0	1	0.0	1	12	124.0	3.04 - Beta	4.1 and up
1133	US Stock Market	12	4.4	1922.0	4300.8	100000.0	1	0.0	1	12	119.0	1.28	2.3 and up
1135	E*TRADE Mobile	12	3.9	10658.0	59392.0	1000000.0	1	0.0	1	12	118.0	6.8.2	4.4 and up
1137	MSN Money- Stock Quotes & News	12	4.5	78361.0	22528.0	1000000.0	1	0.0	1	12	146.0	1.2.0	4.2 and up
1139	NSE Mobile Trading	12	4.1	13868.0	1433.6	1000000.0	1	0.0	1	12	482.0	1.1.16	2.1 and up
1141	JStock - Stock Market Portfolio & News	12	4.6	11066.0	9318.4	500000.0	1	0.0	1	12	133.0	1.1.39	4.0 and up
1142	Digit Save Money Automatically	12	4.5	8188.0	22528.0	100000.0	1	0.0	1	12	120.0	2.29.01	4.1 and up
1147	Current debit card and app made for teens	12	4.3	685.0	21504.0	50000.0	1	0.0	1	12	117.0	3.0.22	4.4 and up
1150	Betterment	12	4.4	3780.0	11264.0	100000.0	1	0.0	1	12	117.0	6.0.6	5.0 and up
1151	Citizens Bank Mobile Banking	12	4.1	15192.0	38912.0	1000000.0	1	0.0	1	12	189.0	4.2.1	4.1 and up
1152	GoBank	12	4.4	5950.0	12288.0	500000.0	1	0.0	1	12	180.0	2.131	4.1 and up
1153	NetSpend Prepaid	12	4.2	15993.0	46080.0	1000000.0	1	0.0	1	12	203.0	4.10.0	4.4 and up
1154	BBVA Compass Banking	12	4.3	5905.0	51200.0	500000.0	1	0.0	1	12	124.0	6.0.2	4.4 and up
1155	Simple - Better Banking	12	4.4	7731.0	24576.0	100000.0	1	0.0	1	12	118.0	2.53.2	5.0 and up
1156	PayPal	12	4.3	659760.0	48128.0	50000000.0	1	0.0	1	12	133.0	6.28.0	4.4 and up
1157	BankMobile Vibe App	12	4.3	14627.0	23552.0	1000000.0	1	0.0	1	12	142.0	5.1	4.1 and up
1158	Netspend Skylight ONE	12	3.9	1098.0	47104.0	100000.0	1	0.0	1	12	203.0	4.10.0	4.4 and up
1159	ACE Elite	12	4.1	2898.0	46080.0	100000.0	1	0.0	1	12	203.0	4.10.0	4.4 and up
1160	U.S. Bank	12	4.1	70782.0	51200.0	1000000.0	1	0.0	1	12	126.0	2.34.29	4.0.3 and up
1161	Huntington Mobile	12	4.2	11264.0	24576.0	1000000.0	1	0.0	1	12	155.0	5.2.203	4.2 and up
1162	USAA Mobile	12	4.5	100997.0	33792.0	5000000.0	1	0.0	1	12	124.0	8.44.2	5.0 and up
1164	Associated Credit Union Mobile	12	4.7	3290.0	12288.0	50000.0	1	0.0	1	12	182.0	5.9.1.0	5.0 and up
1165	Bank of America Mobile Banking	12	4.4	341090.0	54272.0	10000000.0	1	0.0	1	12	120.0	7.8.8	4.4 and up
1166	USE Credit Union Mobile	12	4.6	964.0	14336.0	10000.0	1	0.0	1	12	169.0	5.9.1.0	5.0 and up
1167	Discover Mobile	12	4.6	87951.0	69632.0	5000000.0	1	0.0	1	12	128.0	9.7.0	4.1 and up
1168	Wells Fargo Mobile	12	4.4	250719.0	37888.0	10000000.0	1	0.0	1	12	120.0	6.8.0.109	5.0 and up
1169	Capital One® Mobile	12	4.6	510401.0	80896.0	10000000.0	1	0.0	1	12	119.0	5.38.1	5.0 and up
1170	Amex Mobile	12	4.3	24729.0	32768.0	1000000.0	1	0.0	1	12	117.0	6.7.0	5.0 and up
1171	Citi Mobile®	12	4.0	78306.0	47104.0	5000000.0	1	0.0	1	12	120.0	9.9.0	4.4 and up
1172	Navy Federal Credit Union	12	4.4	43313.0	40960.0	1000000.0	1	0.0	1	12	142.0	5.16.2	4.1 and up
1173	Chase Mobile	12	4.6	1374549.0	32768.0	10000000.0	1	0.0	1	12	128.0	3.52	5.0 and up
1175	Barclays US for Android	12	4.1	6998.0	24576.0	1000000.0	1	0.0	1	12	119.0	6.29.37589	5.0 and up
1176	McDonald's	13	3.6	145323.0	43008.0	10000000.0	1	0.0	1	13	120.0	5.15.0	4.4 and up
1178	Cookpad - FREE recipe search makes fun cooking · musical making!	13	4.1	64784.0	13312.0	10000000.0	1	0.0	1	13	118.0	18.6.0.10	5.0 and up
1179	DELISH KITCHEN - FREE recipe movies make food fun and easy!	13	4.6	32997.0	13312.0	1000000.0	1	0.0	1	13	116.0	2.2.7	4.1 and up
1181	Easy Recipes	13	4.7	2707.0	9113.6	100000.0	1	0.0	1	13	197.0	2.12	4.0.3 and up
1183	Tastely	13	4.7	611136.0	19456.0	10000000.0	1	0.0	1	13	138.0	3.2.0d	4.0.3 and up
1185	Frigo Magic: Easy recipe idea and anti-waste	13	4.1	2473.0	14336.0	500000.0	1	0.0	1	13	123.0	3.1.5	4.4 and up
1186	McDonald's - McDonald's Japan	13	3.4	109784.0	65536.0	10000000.0	1	0.0	1	13	117.0	4.0.30	4.0.3 and up
1187	Debonairs Pizza	13	3.8	3320.0	8601.6	500000.0	1	0.0	1	13	116.0	1.9.117	4.0.3 and up
1188	Popeyes® App	13	3.7	61.0	11264.0	50000.0	1	0.0	1	13	128.0	1.0.2	4.1 and up
1189	Dunkin' Donuts	13	4.2	68103.0	67584.0	1000000.0	1	0.0	1	13	161.0	5.0.0	4.4 and up
1191	Refreshing app Free application that can use deal coupons	13	3.5	10741.0	41984.0	1000000.0	1	0.0	1	13	128.0	5.2.2	4.2 and up
1192	Simple Recipes	13	4.7	3803.0	15360.0	500000.0	1	0.0	1	13	279.0	1.6	4.0 and up
1193	Grubhub: Food Delivery	13	4.5	155944.0	35840.0	5000000.0	1	0.0	1	13	118.0	7.12	5.0 and up
1194	Panera Bread	13	4.2	10159.0	36864.0	1000000.0	1	0.0	1	13	134.0	4.3.3	5.0 and up
1195	Chick-fil-A	13	4.3	28008.0	17408.0	5000000.0	1	0.0	1	13	117.0	6.0.1	5.0 and up
1196	hellofood - Food Delivery	13	4.0	43614.0	25600.0	1000000.0	1	0.0	1	13	777.0	2.14.36	4.0.3 and up
1197	Starbucks	13	4.5	455377.0	35840.0	10000000.0	1	0.0	1	13	119.0	4.11.1	4.4 and up
1198	Easy and quick desserts	13	4.6	1398.0	10240.0	100000.0	1	0.0	3	13	167.0	1.0	4.0.3 and up
1200	Chef - Recipes & Cooking	13	4.1	32405.0	12288.0	5000000.0	1	0.0	1	13	148.0	3.3.21	4.1 and up
1202	HungerStation	13	3.8	22513.0	11264.0	1000000.0	1	0.0	1	13	191.0	5.3.8	4.0.3 and up
1205	Dr. Oetker recipe ideas	13	4.2	8509.0	17408.0	1000000.0	1	0.0	1	13	139.0	3.5.5	4.0.3 and up
1206	SONIC Drive-In	13	4.3	19314.0	44032.0	1000000.0	1	0.0	1	13	120.0	3.3.6	4.4 and up
1207	SUBWAY®	13	3.8	21314.0	41984.0	1000000.0	1	0.0	1	13	127.0	7.9.0.0	4.4 and up
1209	Dairy Queen	13	3.7	731.0	44032.0	100000.0	1	0.0	1	13	126.0	2.1.0	4.1 and up
1210	9th stage	13	4.5	454.0	16384.0	100000.0	1	0.0	1	13	245.0	2.0.0	4.0.3 and up
1211	OpenRice	13	3.6	14952.0	39936.0	1000000.0	1	0.0	1	13	173.0	5.8.5	4.1 and up
1212	SarashpazPapion (Cooking with Chef Bowls)	13	4.8	1250.0	13312.0	50000.0	1	0.0	1	13	123.0	3.2.7	4.1 and up
1213	Little Caesars	13	3.3	1726.0	30720.0	500000.0	1	0.0	1	13	132.0	4.26	4.4 and up
1214	Recipes Pastries and homemade pies More than 500 recipes for pastries	13	4.7	14065.0	7270.4	500000.0	1	0.0	1	13	169.0	1.2.2	4.1 and up
1215	Om Waleed Sweets	13	4.6	556.0	23552.0	100000.0	1	0.0	2	13	307.0	2.0	4.0 and up
1217	Wendy’s – Food and Offers	13	3.4	6507.0	18432.0	1000000.0	1	0.0	1	13	230.0	5.7.0	4.4 and up
1219	Healthy Recipes Free	13	4.0	1077.0	17408.0	100000.0	1	0.0	1	13	406.0	3.2.0	4.0.3 and up
1221	ChefTap Recipes & Grocery List	13	4.5	9066.0	15360.0	500000.0	1	0.0	1	13	217.0	4.0.0.427	5.1 and up
1222	Recipe Keeper	13	4.4	1962.0	22528.0	100000.0	1	0.0	1	13	154.0	3.17.1.0	4.1 and up
1224	50 Healthy Slow Cooker Recipes	13	4.0	196.0	9216.0	10000.0	1	0.0	3	13	649.0	1.2	2.3.3 and up
1225	Easy Healthy Recipes	13	4.1	278.0	7372.8	50000.0	1	0.0	1	13	131.0	24.5.0	4.0 and up
1228	Paprika Recipe Manager	13	4.1	1268.0	2355.2	50000.0	0	4.99	1	13	178.0	1.4.4	4.0 and up
1229	Yummly Recipes & Shopping List	13	4.5	91359.0	27648.0	1000000.0	1	0.0	1	13	146.0	2.0.3	4.4 and up
1231	Cookpad	13	4.5	131569.0	8396.8	10000000.0	1	0.0	1	13	117.0	2.76.2.0-android	4.2 and up
1232	BigOven Recipes Meal Planner Grocery List & More	13	4.3	31986.0	77824.0	1000000.0	1	0.0	2	13	370.0	5.7.23	5.0 and up
1233	Postmates Food Delivery: Order Eats & Alcohol	13	3.6	22875.0	22528.0	1000000.0	1	0.0	1	13	124.0	4.2.6	5.0 and up
1235	OpenTable: Restaurants Near Me	13	4.6	90242.0	19456.0	5000000.0	1	0.0	1	13	120.0	9.15.0.2020	5.0 and up
1238	Munchery: Chef Crafted Fresh Food Delivered	13	3.9	464.0	28672.0	50000.0	1	0.0	1	13	190.0	2.6.15	4.4 and up
1239	Grubhub: Food Delivery	13	4.5	155944.0	35840.0	5000000.0	1	0.0	1	13	118.0	7.12	5.0 and up
1241	Postmates Food Delivery: Order Eats & Alcohol	13	3.6	22875.0	22528.0	1000000.0	1	0.0	1	13	124.0	4.2.6	5.0 and up
1245	EatStreet Food Delivery App	13	4.6	7690.0	25600.0	100000.0	1	0.0	1	13	148.0	3.1.14	5.0 and up
1246	Pizza Hut	13	4.4	321134.0	30720.0	10000000.0	1	0.0	1	13	169.0	4.7.0	4.1 and up
1247	Caviar - Food Delivery	13	4.2	3755.0	8704.0	100000.0	1	0.0	1	13	131.0	2.4.11	6.0 and up
1249	Chick-fil-A	13	4.3	28009.0	17408.0	5000000.0	1	0.0	1	13	117.0	6.0.1	5.0 and up
1250	Uber Eats: Local Food Delivery	13	4.2	333208.0	34816.0	10000000.0	1	0.0	1	13	119.0	1.161.10002	5.0 and up
