PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare
638,0,0.2,1,0.31,0.1,0.1,0.02625
639,0,0.3,0,0.41,0.0,0.5,0.0396875
641,0,0.3,1,0.2,0.0,0.0,0.0078542
642,1,0.1,0,0.24,0.0,0.0,0.0693
643,0,0.3,0,0.02,0.3,0.2,0.027899999999999998
645,1,0.3,0,0.0075,0.2,0.1,0.0192583
646,1,0.1,1,0.48,0.1,0.0,0.07672920000000001
647,0,0.3,1,0.19,0.0,0.0,0.0078958
648,1,0.1,1,0.56,0.0,0.0,0.0355
650,1,0.3,0,0.23,0.0,0.0,0.007549999999999999
652,1,0.2,0,0.18,0.0,0.1,0.023
653,0,0.3,1,0.21,0.0,0.0,0.0084333
655,0,0.3,0,0.18,0.0,0.0,0.00675
656,0,0.2,1,0.24,0.2,0.0,0.0735
658,0,0.3,0,0.32,0.1,0.1,0.0155
659,0,0.2,1,0.23,0.0,0.0,0.013
660,0,0.1,1,0.58,0.0,0.2,0.113275
661,1,0.1,1,0.5,0.2,0.0,0.13365000000000002
662,0,0.3,1,0.4,0.0,0.0,0.007225
663,0,0.1,1,0.47,0.0,0.0,0.0255875
664,0,0.3,1,0.36,0.0,0.0,0.0074958
665,1,0.3,1,0.2,0.1,0.0,0.007925
666,0,0.2,1,0.32,0.2,0.0,0.0735
667,0,0.2,1,0.25,0.0,0.0,0.013
669,0,0.3,1,0.43,0.0,0.0,0.00805
671,1,0.2,0,0.4,0.1,0.1,0.039
672,0,0.1,1,0.31,0.1,0.0,0.052
673,0,0.2,1,0.7,0.0,0.0,0.0105
674,1,0.2,1,0.31,0.0,0.0,0.013
676,0,0.3,1,0.18,0.0,0.0,0.007775000000000001
677,0,0.3,1,0.245,0.0,0.0,0.00805
678,1,0.3,0,0.18,0.0,0.0,0.0098417
679,0,0.3,0,0.43,0.1,0.6,0.0469
680,1,0.1,1,0.36,0.0,0.1,0.5123292
682,1,0.1,1,0.27,0.0,0.0,0.07672920000000001
683,0,0.3,1,0.2,0.0,0.0,0.009224999999999999
684,0,0.3,1,0.14,0.5,0.2,0.0469
685,0,0.2,1,0.6,0.1,0.1,0.039
686,0,0.2,1,0.25,0.1,0.2,0.0415792
687,0,0.3,1,0.14,0.4,0.1,0.0396875
688,0,0.3,1,0.19,0.0,0.0,0.0101708
689,0,0.3,1,0.18,0.0,0.0,0.007795799999999999
690,1,0.1,0,0.15,0.0,0.1,0.2113375
691,1,0.1,1,0.31,0.1,0.0,0.057
692,1,0.3,0,0.04,0.0,0.1,0.0134167
694,0,0.3,1,0.25,0.0,0.0,0.007225
695,0,0.1,1,0.6,0.0,0.0,0.02655
696,0,0.2,1,0.52,0.0,0.0,0.0135
697,0,0.3,1,0.44,0.0,0.0,0.00805
699,0,0.1,1,0.49,0.1,0.1,0.1108833
700,0,0.3,1,0.42,0.0,0.0,0.0076500000000000005
701,1,0.1,0,0.18,0.1,0.0,0.227525
702,1,0.1,1,0.35,0.0,0.0,0.026287500000000002
703,0,0.3,0,0.18,0.0,0.1,0.0144542
704,0,0.3,1,0.25,0.0,0.0,0.0077417
705,0,0.3,1,0.26,0.1,0.0,0.0078542
706,0,0.2,1,0.39,0.0,0.0,0.026
707,1,0.2,0,0.45,0.0,0.0,0.0135
708,1,0.1,1,0.42,0.0,0.0,0.026287500000000002
709,1,0.1,0,0.22,0.0,0.0,0.15155000000000002
711,1,0.1,0,0.24,0.0,0.0,0.0495042
713,1,0.1,1,0.48,0.1,0.0,0.052
714,0,0.3,1,0.29,0.0,0.0,0.0094833
715,0,0.2,1,0.52,0.0,0.0,0.013
716,0,0.3,1,0.19,0.0,0.0,0.0076500000000000005
717,1,0.1,0,0.38,0.0,0.0,0.227525
718,1,0.2,0,0.27,0.0,0.0,0.0105
720,0,0.3,1,0.33,0.0,0.0,0.007775000000000001
721,1,0.2,0,0.06,0.0,0.1,0.033
722,0,0.3,1,0.17,0.1,0.0,0.0070542
723,0,0.2,1,0.34,0.0,0.0,0.013
724,0,0.2,1,0.5,0.0,0.0,0.013
725,1,0.1,1,0.27,0.1,0.0,0.0531
726,0,0.3,1,0.2,0.0,0.0,0.0086625
727,1,0.2,0,0.3,0.3,0.0,0.021
729,0,0.2,1,0.25,0.1,0.0,0.026
730,0,0.3,0,0.25,0.1,0.0,0.007925
731,1,0.1,0,0.29,0.0,0.0,0.2113375
732,0,0.3,1,0.11,0.0,0.0,0.018787500000000002
734,0,0.2,1,0.23,0.0,0.0,0.013
735,0,0.2,1,0.23,0.0,0.0,0.013
736,0,0.3,1,0.285,0.0,0.0,0.0161
737,0,0.3,0,0.48,0.1,0.3,0.034375
738,1,0.1,1,0.35,0.0,0.0,0.5123292
742,0,0.1,1,0.36,0.1,0.0,0.07884999999999999
743,1,0.1,0,0.21,0.2,0.2,0.262375
744,0,0.3,1,0.24,0.1,0.0,0.0161
745,1,0.3,1,0.31,0.0,0.0,0.007925
746,0,0.1,1,0.7,0.1,0.1,0.071
747,0,0.3,1,0.16,0.1,0.1,0.02025
748,1,0.2,0,0.3,0.0,0.0,0.013
749,0,0.1,1,0.19,0.1,0.0,0.0531
750,0,0.3,1,0.31,0.0,0.0,0.00775
751,1,0.2,0,0.04,0.1,0.1,0.023
752,1,0.3,1,0.06,0.0,0.1,0.012475
753,0,0.3,1,0.33,0.0,0.0,0.0095
754,0,0.3,1,0.23,0.0,0.0,0.0078958
755,1,0.2,0,0.48,0.1,0.2,0.065
756,1,0.2,1,0.0067,0.1,0.1,0.0145
757,0,0.3,1,0.28,0.0,0.0,0.007795799999999999
758,0,0.2,1,0.18,0.0,0.0,0.0115
759,0,0.3,1,0.34,0.0,0.0,0.00805
760,1,0.1,0,0.33,0.0,0.0,0.0865
762,0,0.3,1,0.41,0.0,0.0,0.007125
763,1,0.3,1,0.2,0.0,0.0,0.0072292
764,1,0.1,0,0.36,0.1,0.2,0.12
765,0,0.3,1,0.16,0.0,0.0,0.007775000000000001
766,1,0.1,0,0.51,0.1,0.0,0.0779583
768,0,0.3,0,0.305,0.0,0.0,0.00775
770,0,0.3,1,0.32,0.0,0.0,0.0083625
771,0,0.3,1,0.24,0.0,0.0,0.0095
772,0,0.3,1,0.48,0.0,0.0,0.0078542
773,0,0.2,0,0.57,0.0,0.0,0.0105
775,1,0.2,0,0.54,0.1,0.3,0.023
776,0,0.3,1,0.18,0.0,0.0,0.00775
778,1,0.3,0,0.05,0.0,0.0,0.012475
780,1,0.1,0,0.43,0.0,0.1,0.2113375
781,1,0.3,0,0.13,0.0,0.0,0.0072292
782,1,0.1,0,0.17,0.1,0.0,0.057
783,0,0.1,1,0.29,0.0,0.0,0.03
785,0,0.3,1,0.25,0.0,0.0,0.00705
786,0,0.3,1,0.25,0.0,0.0,0.00725
787,1,0.3,0,0.18,0.0,0.0,0.0074958
788,0,0.3,1,0.08,0.4,0.1,0.029125
789,1,0.3,1,0.01,0.1,0.2,0.020575
790,0,0.1,1,0.46,0.0,0.0,0.0792
792,0,0.2,1,0.16,0.0,0.0,0.026
795,0,0.3,1,0.25,0.0,0.0,0.0078958
796,0,0.2,1,0.39,0.0,0.0,0.013
797,1,0.1,0,0.49,0.0,0.0,0.025929200000000003
798,1,0.3,0,0.31,0.0,0.0,0.0086833
799,0,0.3,1,0.3,0.0,0.0,0.0072292
800,0,0.3,0,0.3,0.1,0.1,0.024149999999999998
801,0,0.2,1,0.34,0.0,0.0,0.013
802,1,0.2,0,0.31,0.1,0.1,0.02625
803,1,0.1,1,0.11,0.1,0.2,0.12
804,1,0.3,1,0.0042,0.0,0.1,0.0085167
805,1,0.3,1,0.27,0.0,0.0,0.006974999999999999
806,0,0.3,1,0.31,0.0,0.0,0.007775000000000001
807,0,0.1,1,0.39,0.0,0.0,0.0
808,0,0.3,0,0.18,0.0,0.0,0.007775000000000001
809,0,0.2,1,0.39,0.0,0.0,0.013
810,1,0.1,0,0.33,0.1,0.0,0.0531
811,0,0.3,1,0.26,0.0,0.0,0.0078875
812,0,0.3,1,0.39,0.0,0.0,0.024149999999999998
813,0,0.2,1,0.35,0.0,0.0,0.0105
814,0,0.3,0,0.06,0.4,0.2,0.031275
815,0,0.3,1,0.305,0.0,0.0,0.00805
817,0,0.3,0,0.23,0.0,0.0,0.007925
818,0,0.2,1,0.31,0.1,0.1,0.037004199999999994
819,0,0.3,1,0.43,0.0,0.0,0.00645
820,0,0.3,1,0.1,0.3,0.2,0.027899999999999998
821,1,0.1,0,0.52,0.1,0.1,0.0935
822,1,0.3,1,0.27,0.0,0.0,0.0086625
823,0,0.1,1,0.38,0.0,0.0,0.0
824,1,0.3,0,0.27,0.0,0.1,0.012475
825,0,0.3,1,0.02,0.4,0.1,0.0396875
828,1,0.2,1,0.01,0.0,0.2,0.037004199999999994
830,1,0.1,0,0.62,0.0,0.0,0.08
831,1,0.3,0,0.15,0.1,0.0,0.0144542
832,1,0.2,1,0.0083,0.1,0.1,0.01875
834,0,0.3,1,0.23,0.0,0.0,0.0078542
835,0,0.3,1,0.18,0.0,0.0,0.0083
836,1,0.1,0,0.39,0.1,0.1,0.08315829999999999
837,0,0.3,1,0.21,0.0,0.0,0.0086625
839,1,0.3,1,0.32,0.0,0.0,0.056495800000000006
841,0,0.3,1,0.2,0.0,0.0,0.007925
842,0,0.2,1,0.16,0.0,0.0,0.0105
843,1,0.1,0,0.3,0.0,0.0,0.031
844,0,0.3,1,0.345,0.0,0.0,0.0064375
845,0,0.3,1,0.17,0.0,0.0,0.0086625
846,0,0.3,1,0.42,0.0,0.0,0.007549999999999999
848,0,0.3,1,0.35,0.0,0.0,0.0078958
849,0,0.2,1,0.28,0.0,0.1,0.033
851,0,0.3,1,0.04,0.4,0.2,0.031275
852,0,0.3,1,0.74,0.0,0.0,0.007775000000000001
853,0,0.3,0,0.09,0.1,0.1,0.015245799999999999
854,1,0.1,0,0.16,0.0,0.1,0.0394
855,0,0.2,0,0.44,0.1,0.0,0.026
856,1,0.3,0,0.18,0.0,0.1,0.009349999999999999
857,1,0.1,0,0.45,0.1,0.1,0.1648667
858,1,0.1,1,0.51,0.0,0.0,0.02655
859,1,0.3,0,0.24,0.0,0.3,0.0192583
861,0,0.3,1,0.41,0.2,0.0,0.0141083
862,0,0.2,1,0.21,0.1,0.0,0.0115
863,1,0.1,0,0.48,0.0,0.0,0.025929200000000003
865,0,0.2,1,0.24,0.0,0.0,0.013
866,1,0.2,0,0.42,0.0,0.0,0.013
867,1,0.2,0,0.27,0.1,0.0,0.0138583
868,0,0.1,1,0.31,0.0,0.0,0.0504958
870,1,0.3,1,0.04,0.1,0.1,0.0111333
871,0,0.3,1,0.26,0.0,0.0,0.0078958
872,1,0.1,0,0.47,0.1,0.1,0.0525542
873,0,0.1,1,0.33,0.0,0.0,0.005
874,0,0.3,1,0.47,0.0,0.0,0.009
875,1,0.2,0,0.28,0.1,0.0,0.024
876,1,0.3,0,0.15,0.0,0.0,0.007225
877,0,0.3,1,0.2,0.0,0.0,0.0098458
878,0,0.3,1,0.19,0.0,0.0,0.0078958
880,1,0.1,0,0.56,0.0,0.1,0.08315829999999999
881,1,0.2,0,0.25,0.0,0.1,0.026
882,0,0.3,1,0.33,0.0,0.0,0.0078958
883,0,0.3,0,0.22,0.0,0.0,0.0105167
884,0,0.2,1,0.28,0.0,0.0,0.0105
885,0,0.3,1,0.25,0.0,0.0,0.00705
886,0,0.3,0,0.39,0.0,0.5,0.029125
887,0,0.2,1,0.27,0.0,0.0,0.013
888,1,0.1,0,0.19,0.0,0.0,0.03
890,1,0.1,1,0.26,0.0,0.0,0.03
891,0,0.3,1,0.32,0.0,0.0,0.00775
